,Id,State,Account length,Area code,International plan,Voice mail plan,Number vmail messages,Total day minutes,Total day calls,Total day charge,Total eve minutes,Total eve calls,Total eve charge,Total night minutes,Total night calls,Total night charge,Total intl minutes,Total intl calls,Total intl charge,Customer service calls,Churn
712,CUST-713,MO,106,415,No,No,0,114.4,104.0,19.45,78.3,101.0,6.66,232.7,78.0,10.47,0.0,0.0,0.0,2,False
713,CUST-714,VA,158,415,No,No,0,222.8,101.0,37.88,203.0,128.0,17.26,210.6,106.0,9.48,6.9,2.0,1.86,2,False
714,CUST-715,SD,168,415,No,Yes,22,175.9,70.0,29.9,211.7,105.0,17.99,174.5,81.0,7.85,7.3,5.0,1.97,2,False
715,CUST-716,WV,115,510,Yes,No,0,249.9,95.0,42.48,242.5,104.0,20.61,151.7,121.0,6.83,15.3,6.0,4.13,1,True
716,CUST-717,GA,57,408,Yes,Yes,30,234.5,130.0,39.87,195.2,116.0,16.59,268.8,94.0,12.1,11.4,4.0,3.08,2,False
717,CUST-718,AZ,67,415,No,No,0,210.7,116.0,35.82,219.2,86.0,18.63,179.7,83.0,8.09,7.2,6.0,1.94,1,False
718,CUST-719,AK,127,408,No,No,0,182.3,124.0,30.99,169.9,110.0,14.44,184.0,116.0,8.28,9.3,3.0,2.51,1,False
719,CUST-720,AK,78,510,No,No,0,190.3,88.0,32.35,194.5,89.0,16.53,256.5,109.0,11.54,11.7,5.0,3.16,2,False
720,CUST-721,CT,100,415,No,Yes,38,177.1,88.0,30.11,163.7,108.0,13.91,242.7,72.0,10.92,7.4,2.0,2.0,0,False
721,CUST-722,UT,103,510,No,Yes,36,87.2,92.0,14.82,169.3,110.0,14.39,166.7,80.0,7.5,10.9,5.0,2.94,6,True
722,CUST-723,KY,113,415,No,No,0,215.6,96.0,36.65,193.4,127.0,16.44,105.4,115.0,4.74,13.5,3.0,3.65,1,False
723,CUST-724,MI,78,510,No,No,0,137.4,109.0,23.36,237.6,49.0,20.2,206.7,136.0,9.3,14.0,11.0,3.78,3,False
724,CUST-725,OR,129,510,No,Yes,36,192.8,103.0,32.78,177.0,83.0,15.05,216.5,118.0,9.74,16.4,5.0,4.43,1,False
725,CUST-726,TN,57,510,No,No,0,149.3,100.0,25.38,200.2,110.0,17.02,231.7,101.0,10.43,11.9,3.0,3.21,2,False
726,CUST-727,WV,82,408,No,No,0,143.7,116.0,24.43,170.7,99.0,14.51,287.7,95.0,12.95,7.8,5.0,2.11,1,False
727,CUST-728,NJ,64,415,No,No,0,224.8,111.0,38.22,190.0,101.0,16.15,221.4,110.0,9.96,9.2,2.0,2.48,1,False
728,CUST-729,MS,86,510,No,Yes,39,261.2,122.0,44.4,214.2,101.0,18.21,154.9,101.0,6.97,12.7,5.0,3.43,2,False
729,CUST-730,ME,151,415,No,Yes,26,196.5,98.0,33.41,175.8,111.0,14.94,221.8,124.0,9.98,13.4,5.0,3.62,0,False
730,CUST-731,WY,94,510,No,No,0,271.2,105.0,46.1,202.6,105.0,17.22,221.6,51.0,9.97,11.5,3.0,3.11,3,True
731,CUST-732,WY,90,415,No,No,0,207.2,121.0,35.22,292.5,104.0,24.86,226.3,103.0,10.18,8.0,1.0,2.16,2,False
732,CUST-733,IN,48,510,No,No,0,300.4,94.0,51.07,133.2,103.0,11.32,197.4,94.0,8.88,7.2,5.0,1.94,2,False
733,CUST-734,NM,85,408,No,Yes,37,229.6,123.0,39.03,132.3,90.0,11.25,211.9,76.0,9.54,9.5,8.0,2.57,2,False
734,CUST-735,NJ,93,415,Yes,Yes,20,187.5,110.0,31.88,169.8,94.0,14.43,175.3,127.0,7.89,12.1,4.0,3.27,1,False
735,CUST-736,DC,169,415,Yes,No,0,57.1,98.0,9.71,199.7,78.0,16.97,274.7,103.0,12.36,6.5,6.0,1.76,3,False
736,CUST-737,UT,68,415,No,No,0,162.1,86.0,27.56,155.0,86.0,13.18,189.7,87.0,8.54,11.0,9.0,2.97,5,True
737,CUST-738,KY,91,415,Yes,No,0,145.0,89.0,24.65,175.8,102.0,14.94,223.7,151.0,10.07,16.7,3.0,4.51,2,True
738,CUST-739,KS,68,510,No,No,0,159.5,123.0,27.12,240.8,93.0,20.47,210.3,76.0,9.46,11.4,3.0,3.08,1,False
739,CUST-740,MI,101,510,No,No,0,190.7,72.0,32.42,208.6,103.0,17.73,203.8,111.0,9.17,8.8,8.0,2.38,1,False
740,CUST-741,UT,67,510,No,Yes,20,230.6,40.0,39.2,189.1,58.0,16.07,162.2,115.0,7.3,9.4,2.0,2.54,1,False
741,CUST-742,NE,66,415,No,No,0,34.0,133.0,5.78,278.6,61.0,23.68,129.6,120.0,5.83,11.5,3.0,3.11,0,False
742,CUST-743,FL,116,415,No,Yes,17,193.4,112.0,32.88,240.6,131.0,20.45,248.1,98.0,11.16,11.4,3.0,3.08,5,False
743,CUST-744,LA,158,408,No,No,0,202.0,126.0,34.34,163.5,86.0,13.9,195.4,84.0,8.79,10.4,6.0,2.81,1,False
744,CUST-745,MT,78,415,No,No,0,191.7,122.0,32.59,241.4,88.0,20.52,203.5,86.0,9.16,9.1,5.0,2.46,1,False
745,CUST-746,WA,119,415,No,Yes,26,161.3,97.0,27.42,250.3,110.0,21.28,142.4,92.0,6.41,6.6,8.0,1.78,1,False
746,CUST-747,MI,120,415,No,No,0,150.6,85.0,25.6,119.0,128.0,10.12,232.9,123.0,10.48,6.4,2.0,1.73,1,False
747,CUST-748,KY,155,510,No,No,0,184.6,102.0,31.38,196.0,117.0,16.66,226.5,122.0,10.19,7.8,1.0,2.11,1,False
748,CUST-749,LA,106,408,No,No,0,220.7,120.0,37.52,270.2,95.0,22.97,121.6,113.0,5.47,8.7,5.0,2.35,1,False
749,CUST-750,NM,87,510,Yes,No,0,167.3,119.0,28.44,198.5,119.0,16.87,133.1,88.0,5.99,11.0,6.0,2.97,1,False
750,CUST-751,AL,146,415,No,Yes,32,154.0,80.0,26.18,185.5,91.0,15.77,148.2,107.0,6.67,8.2,4.0,2.21,3,False
751,CUST-752,MO,101,415,No,Yes,29,121.1,116.0,20.59,186.4,100.0,15.84,241.7,75.0,10.88,10.1,6.0,2.73,0,False
752,CUST-753,CO,22,510,No,Yes,23,182.1,94.0,30.96,164.6,59.0,13.99,128.8,102.0,5.8,12.7,4.0,3.43,3,False
753,CUST-754,TX,90,415,No,No,0,109.6,88.0,18.63,137.6,108.0,11.7,159.7,121.0,7.19,11.0,5.0,2.97,2,False
754,CUST-755,NY,41,415,No,No,0,209.9,105.0,35.68,121.9,105.0,10.36,253.7,104.0,11.42,9.6,4.0,2.59,1,False
755,CUST-756,OR,69,415,No,No,0,167.5,76.0,28.48,242.1,92.0,20.58,101.2,103.0,4.55,11.4,4.0,3.08,2,False
756,CUST-757,WY,33,415,No,No,0,213.9,88.0,36.36,239.8,119.0,20.38,148.7,71.0,6.69,9.8,14.0,2.65,2,False
757,CUST-758,UT,112,415,No,No,0,115.8,108.0,19.69,243.3,111.0,20.68,184.6,78.0,8.31,13.1,5.0,3.54,1,False
758,CUST-759,LA,108,510,No,Yes,30,276.6,99.0,47.02,220.1,113.0,18.71,177.9,95.0,8.01,9.8,6.0,2.65,2,False
759,CUST-760,NV,136,415,No,Yes,21,179.4,88.0,30.5,181.1,97.0,15.39,320.7,120.0,14.43,9.5,4.0,2.57,2,False
760,CUST-761,NC,128,510,No,No,0,187.3,84.0,31.84,270.8,95.0,23.02,206.4,68.0,9.29,10.1,5.0,2.73,1,False
761,CUST-762,NC,27,408,No,No,0,201.2,128.0,34.2,227.2,100.0,19.31,145.8,91.0,6.56,8.4,3.0,2.27,2,False
762,CUST-763,WY,161,415,Yes,No,0,189.6,78.0,32.23,267.4,117.0,22.73,184.5,137.0,8.3,1.3,6.0,0.35,1,False
763,CUST-764,TN,33,415,No,Yes,35,186.8,124.0,31.76,261.0,69.0,22.19,317.8,103.0,14.3,15.0,5.0,4.05,0,False
764,CUST-765,FL,120,415,No,Yes,31,153.5,83.0,26.1,219.1,96.0,18.62,237.4,76.0,10.68,11.4,4.0,3.08,0,False
765,CUST-766,CA,113,415,No,No,0,187.6,97.0,31.89,208.2,118.0,17.7,158.9,101.0,7.15,8.7,6.0,2.35,2,False
766,CUST-767,PA,122,415,Yes,No,0,230.9,132.0,39.25,243.2,99.0,20.67,182.4,57.0,8.21,11.0,2.0,2.97,0,True
767,CUST-768,WV,148,415,No,Yes,26,244.9,150.0,41.63,118.0,138.0,10.03,236.0,91.0,10.62,15.2,4.0,4.1,2,False
768,CUST-769,NJ,74,415,No,No,0,230.9,93.0,39.25,223.0,78.0,18.96,157.8,101.0,7.1,9.7,2.0,2.62,3,False
769,CUST-770,MT,106,415,No,No,0,187.1,104.0,31.81,250.2,117.0,21.27,144.9,81.0,6.52,11.0,3.0,2.97,1,False
770,CUST-771,MN,179,415,No,No,0,170.7,54.0,29.02,191.1,108.0,16.24,214.6,107.0,9.66,13.3,4.0,3.59,1,False
771,CUST-772,WI,149,415,Yes,Yes,28,126.9,97.0,21.57,166.9,102.0,14.19,145.2,77.0,6.53,8.8,3.0,2.38,5,True
772,CUST-773,ID,77,510,No,No,0,189.5,112.0,32.22,207.0,95.0,17.6,214.1,91.0,9.63,9.2,7.0,2.48,0,False
773,CUST-774,MA,127,408,Yes,No,0,176.9,110.0,30.07,167.9,100.0,14.27,182.2,138.0,8.2,7.7,2.0,2.08,1,True
774,CUST-775,OR,80,415,No,No,0,161.1,99.0,27.39,198.8,81.0,16.9,228.4,116.0,10.28,10.6,4.0,2.86,1,False
775,CUST-776,MT,106,510,No,No,0,169.4,107.0,28.8,197.2,71.0,16.76,202.2,79.0,9.1,10.7,4.0,2.89,1,False
776,CUST-777,AL,61,415,No,Yes,20,254.4,133.0,43.25,161.7,96.0,13.74,251.4,91.0,11.31,10.5,4.0,2.84,0,False
777,CUST-778,ND,135,510,Yes,Yes,24,127.7,54.0,21.71,215.0,105.0,18.28,234.3,84.0,10.54,5.8,4.0,1.57,2,False
778,CUST-779,LA,115,415,No,Yes,26,170.5,107.0,28.99,217.2,77.0,18.46,225.7,71.0,10.16,13.6,5.0,3.67,6,False
779,CUST-780,ND,167,408,Yes,No,0,219.1,100.0,37.25,242.9,90.0,20.65,168.9,101.0,7.6,10.1,4.0,2.73,2,False
780,CUST-781,MS,107,510,Yes,No,0,273.5,104.0,46.5,183.8,68.0,15.62,153.8,67.0,6.92,11.0,9.0,2.97,2,False
781,CUST-782,WV,112,415,Yes,No,0,161.9,138.0,27.52,200.9,114.0,17.08,134.0,134.0,6.03,10.7,4.0,2.89,1,False
782,CUST-783,WI,35,510,No,Yes,27,241.7,87.0,41.09,142.0,101.0,12.07,288.9,68.0,13.0,9.4,4.0,2.54,1,False
783,CUST-784,KS,103,408,Yes,No,0,62.8,124.0,10.68,170.4,66.0,14.48,280.2,78.0,12.61,9.4,4.0,2.54,3,False
784,CUST-785,MO,107,415,No,Yes,22,281.1,83.0,47.79,143.7,130.0,12.21,239.4,128.0,10.77,11.2,9.0,3.02,1,False
785,CUST-786,PA,69,415,No,No,0,228.2,70.0,38.79,263.7,80.0,22.41,142.6,60.0,6.42,10.7,5.0,2.89,3,False
786,CUST-787,SD,85,408,No,No,0,209.8,82.0,35.67,194.5,94.0,16.53,200.4,85.0,9.02,11.3,3.0,3.05,0,False
787,CUST-788,NJ,24,408,No,No,0,265.6,86.0,45.15,208.8,102.0,17.75,182.5,105.0,8.21,11.1,6.0,3.0,2,True
788,CUST-789,AL,90,415,No,No,0,214.9,97.0,36.53,117.8,117.0,10.01,133.7,78.0,6.02,11.8,2.0,3.19,2,False
789,CUST-790,ME,137,510,No,No,0,110.5,79.0,18.79,223.2,111.0,18.97,169.5,64.0,7.63,10.5,3.0,2.84,3,False
790,CUST-791,AZ,92,415,Yes,Yes,45,281.1,88.0,47.79,198.0,103.0,16.83,94.3,76.0,4.24,7.5,3.0,2.03,0,False
791,CUST-792,VT,38,415,No,No,0,137.8,86.0,23.43,286.3,76.0,24.34,167.0,77.0,7.52,14.1,3.0,3.81,2,False
792,CUST-793,NV,69,510,Yes,Yes,33,271.5,98.0,46.16,253.4,102.0,21.54,165.4,85.0,7.44,8.2,2.0,2.21,1,True
793,CUST-794,WI,45,408,No,No,0,112.8,108.0,19.18,218.8,120.0,18.6,240.2,106.0,10.81,9.0,3.0,2.43,2,False
794,CUST-795,HI,73,408,No,No,0,187.3,118.0,31.84,239.7,90.0,20.37,167.5,108.0,7.54,15.1,2.0,4.08,1,False
795,CUST-796,DE,92,415,No,No,0,197.0,84.0,33.49,269.3,105.0,22.89,158.9,105.0,7.15,10.8,4.0,2.92,1,False
796,CUST-797,AZ,113,415,No,Yes,32,180.4,89.0,30.67,129.4,124.0,11.0,166.9,124.0,7.51,8.4,2.0,2.27,1,False
797,CUST-798,VA,68,408,Yes,No,0,148.5,126.0,25.25,219.4,125.0,18.65,198.5,121.0,8.93,14.5,7.0,3.92,1,True
798,CUST-799,GA,135,415,No,Yes,22,197.1,113.0,33.51,259.4,95.0,22.05,134.7,135.0,6.06,14.6,5.0,3.94,2,False
799,CUST-800,AZ,100,415,No,Yes,26,153.7,115.0,26.13,137.8,146.0,11.71,213.5,104.0,9.61,15.9,5.0,4.29,1,False
800,CUST-801,MN,96,415,No,Yes,27,261.3,96.0,44.42,220.9,101.0,18.78,179.4,97.0,8.07,11.3,2.0,3.05,1,False
801,CUST-802,ME,108,510,No,No,0,246.2,102.0,41.85,202.4,134.0,17.2,180.1,95.0,8.1,9.4,5.0,2.54,1,False
802,CUST-803,FL,84,510,No,No,0,191.0,88.0,32.47,318.8,119.0,27.1,247.3,79.0,11.13,6.5,4.0,1.76,0,False
803,CUST-804,WA,134,408,No,No,0,208.3,86.0,35.41,253.6,89.0,21.56,291.0,86.0,13.1,12.6,3.0,3.4,1,False
804,CUST-805,MT,72,415,No,No,0,253.0,73.0,43.01,219.3,78.0,18.64,210.8,89.0,9.49,9.8,4.0,2.65,0,False
805,CUST-806,AL,83,408,No,No,0,202.3,87.0,34.39,201.5,111.0,17.13,101.7,82.0,4.58,6.8,4.0,1.84,0,False
806,CUST-807,WV,137,408,No,No,0,174.4,120.0,29.65,156.3,98.0,13.29,136.5,121.0,6.14,10.2,5.0,2.75,0,False
807,CUST-808,GA,56,415,No,Yes,30,127.1,89.0,21.61,172.1,116.0,14.63,194.6,111.0,8.76,12.1,3.0,3.27,1,False
808,CUST-809,OH,61,510,Yes,Yes,16,143.5,76.0,24.4,242.6,58.0,20.62,147.7,95.0,6.65,11.3,3.0,3.05,0,False
809,CUST-810,DE,171,510,No,Yes,17,186.9,94.0,31.77,240.0,138.0,20.4,200.9,64.0,9.04,5.8,3.0,1.57,1,False
810,CUST-811,NE,123,510,No,No,0,194.0,118.0,32.98,242.0,114.0,20.57,146.3,108.0,6.58,12.1,4.0,3.27,1,False
811,CUST-812,FL,58,510,No,No,0,234.8,89.0,39.92,106.8,131.0,9.08,178.5,122.0,8.03,9.9,6.0,2.67,0,False
812,CUST-813,AK,156,510,No,No,0,123.7,96.0,21.03,103.0,80.0,8.76,189.4,82.0,8.52,13.1,4.0,3.54,1,False
813,CUST-814,WI,166,510,No,No,0,173.9,103.0,29.56,276.4,83.0,23.49,190.8,113.0,8.59,15.3,5.0,4.13,0,False
814,CUST-815,WA,75,510,No,Yes,41,130.9,115.0,22.25,203.4,110.0,17.29,171.7,68.0,7.73,12.4,4.0,3.35,1,False
815,CUST-816,KY,75,415,No,No,0,314.6,102.0,53.48,169.8,86.0,14.43,285.1,100.0,12.83,5.7,3.0,1.54,2,True
816,CUST-817,OH,83,510,No,No,0,227.9,78.0,38.74,207.5,115.0,17.64,211.7,100.0,9.53,12.1,5.0,3.27,1,False
817,CUST-818,UT,243,510,No,No,0,95.5,92.0,16.24,163.7,63.0,13.91,264.2,118.0,11.89,6.6,6.0,1.78,2,False
818,CUST-819,NM,153,408,No,No,0,185.3,127.0,31.5,208.0,73.0,17.68,206.1,124.0,9.27,15.1,3.0,4.08,1,False
819,CUST-820,MN,150,415,No,No,0,146.3,133.0,24.87,202.7,95.0,17.23,234.7,103.0,10.56,13.1,3.0,3.54,1,False
820,CUST-821,WV,92,510,No,Yes,16,184.0,99.0,31.28,76.4,134.0,6.49,185.1,96.0,8.33,12.7,3.0,3.43,2,False
821,CUST-822,MN,80,415,No,No,0,105.8,110.0,17.99,43.9,88.0,3.73,189.6,87.0,8.53,13.1,5.0,3.54,0,False
822,CUST-823,AL,134,415,No,No,0,178.0,110.0,30.26,153.8,64.0,13.07,236.6,105.0,10.65,11.7,4.0,3.16,1,False
823,CUST-824,PA,77,510,No,Yes,24,149.4,74.0,25.4,123.9,72.0,10.53,174.3,84.0,7.84,10.1,6.0,2.73,1,False
824,CUST-825,DE,147,510,No,No,0,209.4,104.0,35.6,132.5,78.0,11.26,149.4,123.0,6.72,11.3,3.0,3.05,2,False
825,CUST-826,MO,74,415,No,No,0,172.1,105.0,29.26,211.7,99.0,17.99,182.2,105.0,8.2,11.6,6.0,3.13,1,False
826,CUST-827,IL,138,510,Yes,No,0,169.3,82.0,28.78,217.9,147.0,18.52,184.2,77.0,8.29,9.4,9.0,2.54,1,False
827,CUST-828,FL,143,415,No,No,0,119.1,117.0,20.25,287.7,136.0,24.45,223.0,100.0,10.04,12.2,4.0,3.29,0,False
828,CUST-829,HI,64,415,No,No,0,194.2,147.0,33.01,173.4,87.0,14.74,268.7,114.0,12.09,5.5,2.0,1.49,2,False
829,CUST-830,ME,120,510,No,No,0,198.8,56.0,33.8,230.1,73.0,19.56,119.8,81.0,5.39,9.9,3.0,2.67,2,False
830,CUST-831,CO,121,408,Yes,No,0,167.7,94.0,28.51,93.7,121.0,7.96,241.3,115.0,10.86,13.4,1.0,3.62,3,True
831,CUST-832,NH,88,415,No,No,0,202.2,86.0,34.37,216.8,93.0,18.43,239.4,99.0,10.77,11.8,2.0,3.19,2,False
832,CUST-833,SC,87,408,No,No,0,322.5,106.0,54.83,204.6,93.0,17.39,186.2,128.0,8.38,9.4,4.0,2.54,2,True
833,CUST-834,IN,100,510,No,No,0,216.2,107.0,36.75,215.6,84.0,18.33,138.4,127.0,6.23,10.2,3.0,2.75,0,False
834,CUST-835,FL,104,415,No,No,0,76.4,116.0,12.99,115.6,74.0,9.83,226.3,94.0,10.18,9.4,3.0,2.54,3,False
835,CUST-836,GA,27,510,No,No,0,72.7,75.0,12.36,208.6,117.0,17.73,65.8,71.0,2.96,9.9,3.0,2.67,1,False
836,CUST-837,IL,81,415,No,Yes,31,210.4,100.0,35.77,225.5,97.0,19.17,168.7,120.0,7.59,9.7,4.0,2.62,0,False
837,CUST-838,NC,64,510,Yes,Yes,33,127.2,93.0,21.62,162.9,104.0,13.85,247.4,109.0,11.13,8.1,13.0,2.19,0,False
838,CUST-839,VT,107,510,No,Yes,28,201.8,79.0,34.31,304.9,128.0,25.92,225.6,133.0,10.15,11.9,8.0,3.21,1,False
839,CUST-840,DC,88,415,No,Yes,17,219.5,78.0,37.32,222.1,94.0,18.88,188.3,92.0,8.47,16.1,5.0,4.35,1,False
840,CUST-841,VT,111,408,No,No,0,99.3,112.0,16.88,270.5,136.0,22.99,225.3,94.0,10.14,9.0,6.0,2.43,3,False
841,CUST-842,NV,77,415,No,No,0,239.2,114.0,40.66,150.0,115.0,12.75,160.8,81.0,7.24,10.3,2.0,2.78,5,False
842,CUST-843,OR,67,415,Yes,No,0,120.9,58.0,20.55,235.0,88.0,19.98,95.1,130.0,4.28,11.4,11.0,3.08,2,False
843,CUST-844,AL,102,408,No,No,0,224.7,81.0,38.2,129.4,112.0,11.0,167.6,109.0,7.54,15.8,6.0,4.27,1,False
844,CUST-845,ND,146,408,No,Yes,19,176.6,88.0,30.02,162.7,66.0,13.83,215.5,98.0,9.7,14.6,6.0,3.94,1,False
845,CUST-846,FL,144,415,No,Yes,51,283.9,98.0,48.26,192.0,109.0,16.32,196.3,85.0,8.83,10.0,4.0,2.7,1,False
846,CUST-847,NE,96,415,No,No,0,180.6,92.0,30.7,190.9,114.0,16.23,295.6,125.0,13.3,10.3,4.0,2.78,1,True
847,CUST-848,ND,70,415,No,Yes,31,125.9,101.0,21.4,196.4,102.0,16.69,252.7,75.0,11.37,10.3,4.0,2.78,1,False
848,CUST-849,ME,149,408,No,No,0,237.6,79.0,40.39,192.4,107.0,16.35,207.4,111.0,9.33,9.1,9.0,2.46,0,False
849,CUST-850,IL,129,415,No,No,0,198.4,91.0,33.73,264.7,106.0,22.5,111.4,101.0,5.01,9.2,2.0,2.48,2,False
850,CUST-851,WA,166,408,No,No,0,274.3,110.0,46.63,52.9,109.0,4.5,246.1,119.0,11.07,10.9,5.0,2.94,0,False
851,CUST-852,MA,136,408,Yes,No,0,199.6,89.0,33.93,211.4,96.0,17.97,72.4,84.0,3.26,11.0,4.0,2.97,3,True
852,CUST-853,KS,149,510,No,No,0,217.7,91.0,37.01,273.5,74.0,23.25,226.9,99.0,10.21,9.6,3.0,2.59,3,False
853,CUST-854,RI,70,415,No,No,0,134.7,96.0,22.9,235.9,90.0,20.05,260.2,113.0,11.71,7.6,6.0,2.05,3,False
854,CUST-855,MO,120,415,No,Yes,24,212.7,73.0,36.16,257.5,103.0,21.89,227.8,119.0,10.25,9.7,13.0,2.62,2,False
855,CUST-856,IA,66,510,No,No,0,256.3,135.0,43.57,180.2,106.0,15.32,187.3,135.0,8.43,6.2,7.0,1.67,2,False
856,CUST-857,WY,104,408,No,No,0,183.6,133.0,31.21,120.7,98.0,10.26,215.1,112.0,9.68,12.7,2.0,3.43,1,False
857,CUST-858,NV,160,415,No,No,0,176.2,90.0,29.95,196.0,115.0,16.66,263.9,95.0,11.88,9.2,4.0,2.48,1,False
858,CUST-859,WI,129,415,No,Yes,37,205.0,94.0,34.85,165.4,103.0,14.06,185.0,81.0,8.32,11.7,8.0,3.16,1,False
859,CUST-860,AL,93,408,No,No,0,267.9,114.0,45.54,223.0,74.0,18.96,262.7,90.0,11.82,11.3,3.0,3.05,3,True
860,CUST-861,HI,169,415,No,No,0,179.2,111.0,30.46,175.2,130.0,14.89,228.6,92.0,10.29,9.9,6.0,2.67,2,False
861,CUST-862,MO,58,415,No,No,0,149.4,145.0,25.4,196.5,105.0,16.7,209.5,108.0,9.43,14.9,3.0,4.02,1,False
862,CUST-863,CA,75,510,No,Yes,38,163.6,132.0,27.81,146.7,113.0,12.47,345.8,115.0,15.56,13.1,3.0,3.54,3,False
863,CUST-864,MO,45,408,No,No,0,207.6,71.0,35.29,152.7,94.0,12.98,217.8,125.0,9.8,12.4,13.0,3.35,1,False
864,CUST-865,CT,155,510,No,No,0,165.4,108.0,28.12,183.7,103.0,15.61,80.2,108.0,3.61,8.9,4.0,2.4,3,False
865,CUST-866,MD,52,415,No,No,0,209.8,114.0,35.67,171.3,82.0,14.56,154.6,119.0,6.96,9.9,9.0,2.67,4,False
866,CUST-867,OH,119,415,No,Yes,27,220.1,128.0,37.42,268.2,133.0,22.8,146.5,80.0,6.59,11.1,3.0,3.0,0,False
867,CUST-868,NV,86,510,No,No,0,141.3,72.0,24.02,154.3,95.0,13.12,210.6,91.0,9.48,8.2,5.0,2.21,1,False
868,CUST-869,MD,42,408,No,No,0,196.5,89.0,33.41,241.3,123.0,20.51,143.2,105.0,6.44,4.0,7.0,1.08,0,False
869,CUST-870,NE,127,510,Yes,No,0,180.9,114.0,30.75,209.5,118.0,17.81,249.9,105.0,11.25,7.4,4.0,2.0,2,False
870,CUST-871,OH,123,408,No,No,0,105.0,150.0,17.85,251.6,90.0,21.39,258.0,93.0,11.61,14.9,5.0,4.02,0,False
871,CUST-872,MA,98,510,No,No,0,271.4,119.0,46.14,190.4,102.0,16.18,284.7,118.0,12.81,11.1,6.0,3.0,4,True
872,CUST-873,OK,149,510,No,Yes,43,206.7,79.0,35.14,174.6,122.0,14.84,241.5,80.0,10.87,10.9,3.0,2.94,1,False
873,CUST-874,MA,160,408,No,No,0,166.8,109.0,28.36,236.0,117.0,20.06,307.6,77.0,13.84,9.3,1.0,2.51,1,False
874,CUST-875,WA,103,415,No,No,0,204.9,107.0,34.83,135.2,102.0,11.49,208.2,106.0,9.37,10.4,3.0,2.81,5,False
875,CUST-876,HI,132,415,No,Yes,15,154.6,128.0,26.28,245.6,106.0,20.88,148.6,90.0,6.69,9.1,4.0,2.46,1,False
876,CUST-877,CO,137,415,No,No,0,127.0,107.0,21.59,323.2,75.0,27.47,143.9,127.0,6.48,7.5,2.0,2.03,1,False
877,CUST-878,FL,129,415,Yes,No,0,267.4,78.0,45.46,204.2,85.0,17.36,111.7,146.0,5.03,5.9,4.0,1.59,1,False
878,CUST-879,WI,62,415,No,No,0,281.0,66.0,47.77,160.6,108.0,13.65,77.9,74.0,3.51,0.0,0.0,0.0,1,False
879,CUST-880,ID,122,510,No,Yes,33,270.8,96.0,46.04,220.4,110.0,18.73,169.9,104.0,7.65,11.8,8.0,3.19,4,False
880,CUST-881,WY,32,408,No,No,0,171.2,82.0,29.1,185.6,102.0,15.78,203.3,64.0,9.15,10.2,7.0,2.75,1,False
881,CUST-882,GA,86,510,No,No,0,124.1,82.0,21.1,202.6,120.0,17.22,289.6,119.0,13.03,6.7,8.0,1.81,3,False
882,CUST-883,FL,130,415,No,No,0,162.8,113.0,27.68,290.3,111.0,24.68,114.9,140.0,5.17,7.2,3.0,1.94,1,False
883,CUST-884,WY,42,408,No,No,0,146.3,84.0,24.87,255.9,113.0,21.75,45.0,117.0,2.03,8.0,12.0,2.16,1,False
884,CUST-885,DE,73,415,No,No,0,254.8,85.0,43.32,143.4,80.0,12.19,153.9,102.0,6.93,15.0,7.0,4.05,2,False
885,CUST-886,ME,66,408,No,Yes,26,254.9,108.0,43.33,243.2,135.0,20.67,190.8,95.0,8.59,5.4,3.0,1.46,2,False
886,CUST-887,DC,103,510,No,Yes,31,107.7,124.0,18.31,188.9,104.0,16.06,196.2,98.0,8.83,8.9,3.0,2.4,0,False
887,CUST-888,IA,128,408,No,No,0,158.8,75.0,27.0,264.8,91.0,22.51,270.0,77.0,12.15,7.6,7.0,2.05,1,False
888,CUST-889,CO,104,415,No,No,0,182.9,113.0,31.09,239.6,85.0,20.37,229.8,104.0,10.34,5.5,4.0,1.49,2,False
889,CUST-890,MN,103,415,No,No,0,198.5,112.0,33.75,42.5,90.0,3.61,179.2,124.0,8.06,12.4,5.0,3.35,0,False
890,CUST-891,VT,124,415,No,No,0,178.4,72.0,30.33,233.6,134.0,19.86,179.4,91.0,8.07,12.0,2.0,3.24,0,False
891,CUST-892,AZ,87,510,No,No,0,110.9,91.0,18.85,158.5,115.0,13.47,207.5,131.0,9.34,6.2,5.0,1.67,1,False
892,CUST-893,LA,109,415,No,Yes,27,166.9,85.0,28.37,221.2,92.0,18.8,197.3,97.0,8.88,12.3,4.0,3.32,1,True
893,CUST-894,MO,167,415,Yes,No,0,244.8,91.0,41.62,60.8,105.0,5.17,176.7,110.0,7.95,10.7,3.0,2.89,2,False
894,CUST-895,ME,97,510,No,No,0,120.8,96.0,20.54,169.8,101.0,14.43,194.1,63.0,8.73,11.9,3.0,3.21,4,True
895,CUST-896,MD,106,415,No,No,0,165.3,118.0,28.1,210.0,101.0,17.85,187.2,93.0,8.42,8.5,3.0,2.3,2,False
896,CUST-897,VT,125,415,No,No,0,126.7,113.0,21.54,155.5,131.0,13.22,206.2,112.0,9.28,14.4,7.0,3.89,2,False
897,CUST-898,DC,108,408,No,Yes,35,215.9,106.0,36.7,200.6,107.0,17.05,195.4,107.0,8.79,15.5,7.0,4.19,0,False
898,CUST-899,WY,125,415,No,No,0,140.1,132.0,23.82,209.6,126.0,17.82,264.1,77.0,11.88,8.0,2.0,2.16,1,False
